2012-03-05 17:07:48 Debug: Notice (8): Undefined index: id in [C:\xampp\htdocs\it-nihongo-t09\japanit\cake\libs\model\model.php, line 1329]
2012-03-28 17:21:58 Debug: Notice (8): Undefined variable: i in [C:\wamp\www\itjp-project\views\requests\admin_csvexport.ctp, line 19]
2012-03-28 17:22:53 Debug: Notice (8): Undefined index: name in [C:\wamp\www\itjp-project\views\requests\admin_csvexport.ctp, line 9]
2012-03-28 17:22:53 Debug: Notice (8): Undefined variable: i in [C:\wamp\www\itjp-project\views\requests\admin_csvexport.ctp, line 19]
2012-03-28 17:23:27 Debug: Notice (8): Undefined variable: i in [C:\wamp\www\itjp-project\views\requests\admin_csvexport.ctp, line 19]
2012-03-28 17:23:44 Debug: Notice (8): Undefined variable: i in [C:\wamp\www\itjp-project\views\requests\admin_csvexport.ctp, line 19]
2012-03-28 17:23:58 Debug: Notice (8): Undefined variable: i in [C:\wamp\www\itjp-project\views\requests\admin_csvexport.ctp, line 19]
2012-03-28 17:24:17 Debug: Notice (8): Undefined variable: i in [C:\wamp\www\itjp-project\views\requests\admin_csvexport.ctp, line 19]
2012-03-28 17:54:11 Debug: Notice (8): Undefined variable: i in [C:\wamp\www\itjp-project\views\requests\admin_csvexport.ctp, line 19]
2012-04-04 09:50:23 Debug: Notice (8): Undefined variable: i in [C:\wamp\www\itjp-project\views\requests\admin_csvexport.ctp, line 19]
2012-05-04 09:54:07 Debug: Notice (8): Undefined variable: i in [C:\wamp\www\itjp-project\views\requests\admin_csvexport.ctp, line 19]
